uri,Glossary Term,definition,type,label,alternative label,tag,description,definition extension,editorial note,document link,seeAlso,broader term,narrower term,related term,has exact match,has close match,has broader match,has related match
http://nwcg.gov/glos/nwcg_terms/nwcg-burnSeverity,burn severity,"A qualitative assessment of the heat pulse directed toward the ground during a fire. Burn severity relates to soil heating, large fuel and duff consumption, consumption of the litter and organic layer beneath trees and isolated shrubs, and mortality of buried plant parts.&nbsp;",Business Term,burn severity,,Fire Environment,,,JK-checked.&nbsp; Related term not shown in NWCG.,,,,,fire severity,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-jobAid,job aid,"Detailed information needed to complete each task including step-by-step explanations, checklists, diagrams and other relevant information. Job aids are for use by trainees as an on-the-job training tool and as a field operational tool for qualified personnel.",Business Term,job aid,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-dryHydrantNaturalSource,dry hydrant (natural source),"Permanent devices with fire engine threads attached to expedite drafting operations in locations where there are water sources suitable for use in fire suppression (e.g., piers, wharves, bridges over streams, highways adjacent to ponds).",Business Term,dry hydrant (natural source),,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-stationID,station ID,A six-digit number assigned to a specific weather station by the servicing National Weather Service Fire Weather Office.,Business Term,station ID,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-deepSeatedFireWildland,deep-seated fire (wildland),"A fire burning far below the surface in duff, mulch, peat, or other combustibles as contrasted with a surface fire.",Business Term,deep-seated fire (wildland),,Fire Environment,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-extraBurningPeriod,extra burning period,"For any particular fire which is neither contained nor controlled, any 24-hour period following the termination of the first burning period.",Business Term,extra burning period,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-herbaceousStage,herbaceous stage,"The modeled condition of herbaceous vegetation (pre-green, green-up, transition, cured, frozen) for the 1978 version of NFDRS.",Business Term,herbaceous stage,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelLoading,fuel loading,The amount of fuel present expressed quantitatively in terms of weight of fuel per unit area. This may be available fuel (consumable fuel) or total fuel and is usually dry weight.,Business Term,fuel loading,,"Fuels, Fire Environment",,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-flammability,flammability,"The relative ease with which fuels ignite and burn regardless of the quantity of the fuels. Preferred to ""inflammability.""",Business Term,flammability,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-safetyBriefing,safety briefing,A safety briefing emphasizes key safety concerns on the incident and is presented at each briefing session. The safety briefing should contain information to alert incident personnel of potential risk/hazard considered to be most critical.,Business Term,safety briefing,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-mergedWildfires,merged wildfires,"Two or more wildfires that burn together to form a single burned area and which, by management action, may be declared merged and managed as a single incident to improve efficiency and simplify incident management processes.",Business Term,merged wildfires,,"Incident, Resources",,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-affidavit,affidavit,A statement of declaration in writing and affirmed before an official with authority to administer an oath; a statement of declaration alleging fact to support the issuance of a search or arrest warrant.,Business Term,affidavit,,Miscellaneous,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-reportTime,report time,Elapsed time from fire discovery until the first personnel charged with initiating action for fire suppression are notified of its existence and location.,Business Term,report time,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-agencyPilot,agency pilot,"A federal employee pilot or pilot contracted by a federal agency to fly agency, contracted or leased aircraft. This does not include pilots employed by an aircraft vendor as part of an aircraft services contract, such as airtanker contracts, helicopter contracts or other aircraft contracts.",Business Term,agency pilot,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-separationAircraft,separation (aircraft),The horizontal and vertical spacing of aircraft working over or near a wildfire or other incident.,Business Term,separation (aircraft),,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-workRate,work rate,"A daily, hourly, or mileage rate shall apply when equipment is under hire as ordered by the government and on shift, including relocation of equipment under its own power.",Business Term,work rate,,Incident,,,,,,,,"single shift, daily rate, double shift",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-dailyRate,daily rate,Paid on a calendar day basis (0001-2400).,Business Term,daily rate,,Incident,,,JK-checked.,,,,,work rate,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-doubleShift,double shift,"Equipment is staffed with 2 operators or crews (1 per shift) and must be ordered and documented on a resource order. (Reference OF-294 general clauses for payment information.) Regardless of hiring method, on-shift time for operated equipment will be recorded with clock hours on the appropriate document, e.g., equipment hired under a daily rate will be posted with start and stop time for daily work.",Business Term,double shift,,Incident,,,JK-checked.,,,,,work rate,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-singleShift,single shift,Equipment is staffed with 1 operator or crew. A normal shift could be up to 16 hours long and may cross calendar days.,Business Term,single shift,,Incident,,,GB,,,,,work rate,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-liveLine,live line,Hose line filled with water under pressure and ready to use.,Business Term,live line,charged line,Resources,,,gb,,,,,live reel,charged line,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-liveReel,live reel,"Hose line or reel on a fire engine, carried preconnected to the pump, ready for use without making connections to pump or attaching nozzle.",Business Term,live reel,,Resources,,,gb,,,,,"charged line, live line",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-chargedLine,charged line,Hose filled with water under pressure and ready to use.,Business Term,charged line,,Resources,,,"JK-checked.&nbsp; What does related term ""live herbaceous moisture content"" have to do with charged line?&nbsp; Was not shown in NWCG.",,,,,live reel,live line,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-transition,transition,"In the 1978 version of NFDRS, the herbaceous stage when herbaceous fuel moisture is between 120% and 30%.",Business Term,transition,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-catface,catface,Defect on the surface of a tree resulting from a wound where healing has not re-established the normal cross-section.,Business Term,catface,,"Incident, Resources",,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-annualPlant,annual plant,"A plant that lives for one growing season, starting from a seed each year.",Business Term,annual plant,,Fire Environment,,,JK-checked.&nbsp;,,,,,perennial plant,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-perennialPlant,perennial plant,"A plant that lives for more than two growing seasons. For fire danger rating purposes, biennial plants are classed with perennial plants.",Business Term,perennial plant,,"Fuels, Fire Environment",,,gb,,,,,annual plant,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-burnover,burnover,"An event in which a fire moves through a location or overtakes personnel or equipment where there is no opportunity to utilize escape routes and safety zones, often resulting in personal injury or equipment damage.",Business Term,burnover,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-exposureThreatened,exposure (threatened),Property that may be endangered by a fire burning in another structure or by a wildfire.,Business Term,exposure (threatened),,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-tips,tips,Nozzle tips used to change orifice size of a hose stream.,Business Term,tips,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-coldLine,cold line,Fireline that has been controlled. The fire has been mopped up for a safe distance inside the line and can be considered safe to leave unattended.,Business Term,cold line,,Incident,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-holdingOrbit,holding orbit,A predetermined maneuver which keeps an aircraft within a specified airspace while awaiting further orders.,Business Term,holding orbit,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-PM2.5,PM2.5,Particulate matter of mass median aerodynamic diameter (MMAD) less than or equal to 2.5 micrometers.,Business Term,PM2.5,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-mattock,mattock,Hand tool with a narrow hoeing surface at one end of the blade and a pick or cutting blade at the other end; used for digging and grubbing.,Business Term,mattock,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-loadingPad,loading pad,Concrete pad at a retardant base on which aircraft stand when being loaded.,Business Term,loading pad,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-forwardRateOfSpread,forward rate of spread,"The speed with which a fire moves in a horizontal direction across the landscape, usually expressed in chains per hour or feet per minute.",Business Term,forward rate of spread,,Incident,,,gb,,,,,rate of spread,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-rateOfSpread,rate of spread,"The relative activity of a fire in extending its horizontal dimensions. It is expressed as rate of increase of the total perimeter of the fire, as rate of forward spread of the fire front, or as rate of increase in area, depending on the intended use of the information. Usually it is expressed in chains or acres per hour for a specific period in the fire's history.",Business Term,rate of spread,,Fire Environment,,,gb,,,,,forward rate of spread,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-contractingOfficer,Contracting Officer,Agency personnel with specific delegation of procurement authority.,Business Term,Contracting Officer,Warranted Contracting Officer,Incident,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-projectActivityLevel,Project Activity Level,An application of fire danger rating to support regulation of contractors involved in land management activities for fire prevention purposes in California.,Business Term,Project Activity Level,,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelArrangement,fuel arrangement,A general term referring to the spatial distribution and orientation of fuel particles or pieces.,Business Term,fuel arrangement,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-classBFoam,Class B foam,"Foam designed for use on Class B or flammable liquid fires; made from fluorocarbon-based surfactants, therefore capable of strong filming action, but incapable of efficient wetting of Class A fuels.",Business Term,Class B foam,,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireShovel,fire shovel,"Type of shovel specifically designed for use in constructing a fireline; has a tapered blade with both edges sharpened for scraping, digging, grubbing, cutting, and throwing.",Business Term,fire shovel,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-attackaFire,attack a fire,Limit the spread of fire by any appropriate means.,Business Term,attack a fire,,Incident,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-creepingFire,creeping fire,Fire burning with a low flame and spreading slowly.,Business Term,creeping fire,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-hoseClamp,hose clamp,Crimping device for stopping the flow of water in a hose.,Business Term,hose clamp,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-timeInService,time in service,"With respect to maintenance time records, the time from the moment an aircraft leaves the surface of the earth until it touches at the next point of landing.",Business Term,time in service,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-incidentSupportOrganization,incident support organization,"Includes any off-incident support provided to an incident. Examples would be agency dispatch centers, airports, mobilization centers, etc.",Business Term,incident support organization,,Incident,,,gb,,,,,"general fire weather forecast, spot weather forecast",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-sootingFirePatternIndicator,sooting fire pattern indicator,Objects displaying more soot deposits on the exposed surface of the object than on the protected surface of the object indicating the direction of fire progression at that location. One of the 11 NWCG categories of fire pattern indicators.,Business Term,sooting fire pattern indicator,"fire pattern indicator, sooting",Resources,,,GB - does this become a different collection type?,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-levelOfCertainty,level of certainty,"Describes how strongly a fire investigator holds an opinion or conclusion, includes two levels, Possible and Probable.",Business Term,level of certainty,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-possible,possible,A level of certainty that is feasible but does not rise to the level of probable.,Business Term,possible,,Resources,,"If two or more hypotheses are equally likely and no hypothesis rises to the level of probable, then the level of certainty must be ""possible"" and the cause of the fire would be ""undetermined"".",gb - does this work with the new version of the cause standard?,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-workCapacityTest,Work Capacity Test,"<ul lang="""">
<li>The Work Capacity Test (WCT) is a test to ensure a person is physically capable of meeting the minimum fitness requirement associated with assigned wildfire or prescribed fire duties as described in the <a href=""https://www.nwcg.gov/publications/310-1"" target=""_blank"" rel=""noopener""><em>NWCG Standards for Wildland Fire Position Qualifications</em>, PMS 310-1</a>.&nbsp; Below are the three defined duty levels with examples of associated essential functions: &nbsp;
<ul>
<li><strong>Arduous</strong>
<ul>
<li>Arduous duty field work requires above-average endurance and superior conditioning.&nbsp; Duties may include an occasional demand for extraordinarily strenuous activity in emergency situations under adverse environmental conditions over extended periods. The pace of work typically is set by the emergency condition.&nbsp; Essential functions include, but are not limited to: running, walking or hiking, climbing, jumping, twisting, bending, lifting more than 50 pounds, and carrying 45 pounds or more for extended periods over difficult terrain.&nbsp;</li>
</ul>
</li>
<li><strong>Moderate</strong>
<ul>
<li>Moderate duty field work requires the average endurance and conditioning of an individual who possesses complete control of all their physical faculties. Occasional demands may be required for moderately strenuous activities in emergencies over long periods. The pace of work is usually set by the current environmental conditions.&nbsp; Essential functions include, but are not limited to: considerable walking over irregular ground, standing for long periods, lifting 25 to 50 pounds, climbing, bending, stooping, squatting, twisting, and reaching.</li>
</ul>
</li>
<li><strong>Light</strong>
<ul>
<li>Light duty mainly involves office-type work with occasional field activity characterized by light physical exertion requiring basic good health. &nbsp;Individuals almost always can govern the extent and pace of their physical activity.&nbsp; Essential functions include, but are not limited to: climbing stairs, standing, operating a vehicle, and long hours of work, as well as some bending, stooping, or light lifting.</li>
</ul>
</li>
</ul>
</li>
<li>
<p>The WCT consists of three separate levels of tests which correspond with the three duty types.&nbsp; The tests are defined as follows:</p>
<ul>
<li><strong>Pack Test - </strong>This is a job-related test to determine an individual&rsquo;s ability to perform the minimum standards of arduous duty.&nbsp; It consists of completing a 3-mile walk over level terrain in 45 minutes or less while carrying a 45-pound pack. &nbsp;</li>
<li><strong>Field Test &ndash; </strong>This is a job-related test to determine an individual&rsquo;s ability to perform the minimum standards of moderate duty. It consists of completing a 2-mile walk over level terrain in 30 minutes or less while carrying a 25-pound pack.</li>
<li><strong>Walk Test &ndash; </strong>This is a job-related test to determine an individual&rsquo;s ability to perform the minimum standards of light duty.&nbsp; The test consists of completing a 1-mile walk over level terrain in 16 minutes or less with no load.</li>
</ul>
</li>
<li>For more information about the Work Capacity Test consult the <a href=""https://www.nwcg.gov/publications/307"" target=""_blank"" rel=""noopener""><em>Work Capacity Test Administrator&rsquo;s Guide</em>, PMS 307</a>.</li>
</ul>",Business Term,Work Capacity Test,,Resources,,,,,,,,"field test, walk test",,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-walkTest,walk test,"The walk test is designed to determine the ability to carry out light duties. It consists of a one-mile test with no load that approximates an aerobic fitness score of 35. A time of 16 minutes, the passing score for this test, ensures the ability to meet emergency and evacuate to a safety zone.&nbsp;",Business Term,walk test,,Resources,,,,,,,,Work Capacity Test,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-alligatoring,alligatoring,"Char patterns formed on paint or burned wood remains, usually in the shape of blisters.",Business Term,alligatoring,,Miscellaneous,,,JK-checked.,,,,,depth of char indicators,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-solar_radiation,solar radiation,The amount of sunlight exposed to the fuels.,Business Term,solar radiation,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-exposureOpenness,exposure (openness),The general surroundings of a site with special reference to its openness to winds.,Business Term,exposure (openness),,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-totalMobility,total mobility,"The capability to move, position, and utilize established forces to meet existing and anticipated fire protection needs nationwide.",Business Term,total mobility,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-alidade,alidade,A sighting device used by lookouts to determine the horizontal bearing and sometimes the vertical angle of a fire from a lookout.,Business Term,alidade,,Incident,,,JK-checked.,,,,,,Osborne Firefinder,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-osborneFirefinder,Osborne Firefinder,A sighting device used by lookouts to determine the horizontal bearing and sometimes the vertical angle of a fire from a lookout.,Business Term,Osborne Firefinder,alidade,Incident,,,gb,,,,,,alidade,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-seasonCode,season code,One of four designations of seasonal plant development used in the 1988 version of NFDRS.,Business Term,season code,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-rheology,Rheology,"Science of deformation and flow of fire retardants and other liquids, especially of the cohesiveness bodies and stress-strain relationship of their particles.",Business Term,Rheology,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-resistanceToControl,resistance to control,The relative difficulty of constructing and holding a control line as affected by resistance to line construction and by fire behavior.,Business Term,resistance to control,difficulty of control,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelManagement,fuel management,"Act or practice of controlling flammability and reducing resistance to control of wildland fuels through mechanical, chemical, biological, or manual means, or by fire, in support of land management objectives.",Business Term,fuel management,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-evidenceProtectionArea,evidence protection area,An area where evidence or potential evidence is or may be located and should be secured and protected from unauthorized entry.,Business Term,evidence protection area,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-protectionAreaPolygon,protection area (polygon),A geographical area which is administratively defined and for which organized fire suppression activities are formally planned.,Business Term,protection area (polygon),,Miscellaneous,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-grassStemFirePatternIndicator,"fire pattern indicator, grass stem",The un-consumed grass stems and heads of cured grass left lying on the ground after the passage of a fire that under certain circumstances point in the direction that the fire came from. One of the 11 NWCG categories of fire pattern indicators.,Business Term,"fire pattern indicator, grass stem",grass stem fire pattern indicator,Resources,,Typically found in areas of low intensity burning including but not limited to backing and lateral areas of fire progression. These indicators are typically missing from areas of high intensity burning where they are normally consumed.,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-dryStorage,dry storage,Refers to dry chemical retardants stored at air attack bases and available for mixing with water.,Business Term,dry storage,,Resources,,,JK-checked.,,,,,wet storage,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-wetStorage,wet storage,Fire retardants mixed with water and stored in tanks at air attack bases for immediate use by airtankers.,Business Term,wet storage,,Resources,,,,,,,,dry storage,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-specialInterestGroup,Special Interest Group,"In WIMS, a group of weather stations.",Business Term,Special Interest Group,,Fire Environment,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireAdaptedCommunity,Fire Adapted Community,A human community consisting of informed and prepared citizens collaboratively planning and taking action to safely co-exist with wildland fire.,Business Term,Fire Adapted Community,,Miscellaneous,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-firePack,fire pack,"A one-person unit of fire tools, equipment, and supplies prepared in advance for carrying on the back.",Business Term,fire pack,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fineFuels,fine fuels,"Fast-drying dead or live fuels, generally characterized by a comparatively high surface area-to-volume ratio, which are less than 1/4-inch in diameter and have a timelag of one hour or less. These fuels (grass, leaves, needles, etc.) ignite readily and are consumed rapidly by fire when dry.",Business Term,fine fuels,,Fuels,,,GB,,,,,flash fuels,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-edgeFuelType,edge (fuel type),The boundary between two fairly distinct fuel types.,Business Term,edge (fuel type),,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-debrisBurningFirePrescribed,debris burning fire (prescribed),"In prescribed fire terminology, a fire used to dispose of scattered, piled, or windrowed dead woody fuel, generally in the absence of a merchantable overstory. Its purpose is to reduce unsightly fuel concentrations, or consume unwanted natural fuels to facilitate subsequent resource management or land use actions on the area.&nbsp;",Business Term,debris burning fire (prescribed),,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-preattack,preattack,"A planned, systematic procedure for collecting, recording, and evaluating prefire and fire management intelligence data for a given planning unit or preattack block. The planning phase is usually followed by a construction and development program integrated with other resources and activities.&nbsp;",Business Term,preattack,,"Fuels, Incident",,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-progressiveHoseLay,progressive hose lay,"A hose lay in which double shutoff wye (Y) valves are inserted in the main line at intervals and lateral lines are run from the wyes to the fire edge, thus permitting continuous application of water during extension of the lay.",Business Term,progressive hose lay,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-extend,extend,"To drop retardant in such a way that the load slightly overlaps and links a previous drop. ""Extend your last drop.""",Business Term,extend,,Resources,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-wovenJacketFireHose,woven jacket fire hose,"Fire hose of conventional construction, woven on looms from fibers of cotton or synthetic fibers. Most fire department hose is double jacketed (i.e., it has an outer jacket protecting the inner one against wear and abrasion).",Business Term,woven jacket fire hose,,Resources,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fuelBed,fuel bed,"An array of fuels usually constructed with specific loading, depth, and particle size to meet experimental requirements; also, commonly used to describe the fuel composition.",Business Term,fuel bed,,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-deflagrationBurning,deflagration (burning),A burning with great heat and intense light.,Business Term,deflagration (burning),,Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-standardDryingDay,standard drying day,Day which produces the same net drying as experienced during a 24-hour period under laboratory conditions in which dry-bulb temperature is maintained at 80º F and relative humidity is maintained at and relative humidity is maintained at 20%.,Business Term,standard drying day,,Fire Environment,,Part of the National Fire Danger Rating System (NFDRS).,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-nozzleOperator,nozzle operator,"A person assigned to operate a fire hose nozzle, usually on a handline.",Business Term,nozzle operator,,Incident,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-foamingAgent,foaming agent,An additive that reduces the surface tension of water (producing wet water) causing it to spread and penetrate more effectively and which produces foam through mechanical means.,Business Term,foaming agent,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-managementByObjectives,management by objectives,"In ICS, this is a top-down management activity which involves a three-step process to achieve the incident goal. The steps are: establishing the incident objectives, selection of appropriate strategy(s) to achieve the objectives; and the tactical direction associated with the selected strategy. Tactical direction includes: selection of tactics, selection of resources, resource assignments and performance monitoring.&nbsp;",Business Term,management by objectives,,Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-largeAircraft,large aircraft,"Aircraft in which maximum certified gross weight at take-off exceeds 12,500 pounds.",Business Term,large aircraft,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-conversionBurning,conversion burning,Burning an area where brush has excluded forest reproduction to prepare the area for tree planting.,Business Term,conversion burning,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-hangupTreeFalling,hangup (tree falling),"A situation in which a tree is lodged in another, preventing it from falling to the ground.",Business Term,hangup (tree falling),"hangup, tree falling",Incident,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-densityFoam,density (foam),The ratio of the original volume of the nonaerated foam solution to the resultant volume of foam. The inverse of expansion.,Business Term,density (foam),"density, foam",Resources,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-dispatchCenterSending,dispatch center (sending),Either the home or current dispatch center for a resource.,Business Term,dispatch center (sending),,,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-rockerLugCoupling,rocker lug coupling,Hose coupling in which the lugs used for tightening or loosening are semicircular in shape and designed to pass over obstructions.,Business Term,rocker lug coupling,,Resources,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-minimumImpactStrategyTactics,Minimum Impact Strategy and Tactics,"The application of strategy and tactics that effectively meet suppression and resource objectives with the least environmental, cultural and social impacts",Business Term,Minimum Impact Strategy and Tactics,Minimum Impact Suppression Tactics,Incident,,,...,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-wildlandFireSeriousAccident,wildland fire serious accident,"Any accident where one or more fatalities occur and/or three or more personnel are inpatient hospitalized as a direct result, or in support of wildland fire suppression or prescribed fire operations. Accident may result in substantial property or equipment damage of $250,000 or more.&nbsp;",Business Term,wildland fire serious accident,,Resources,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-independentCrownFire,independent crown fire,"A fire that advances in the tree crowns alone, not requiring any energy from the surface fire to sustain combustion or movement.",Business Term,independent crown fire,running crown fire,Fire Environment,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-particulateMatter,particulate matter,"Any liquid or solid particles. ""Total suspended particulates"", as used in air quality, are those particles suspended in or falling through the atmosphere. They generally range in size (diameter) from 0.1 to 100 micrometers.",Business Term,particulate matter,total suspended particulates,Fuels,,,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-preparednessLevel,preparedness level,"Increments of planning and organizational readiness dictated by burning conditions, fire activity, and resource availability.",Business Term,preparedness level,,"Incident, Resources",,Response and support to non-fire incidents requiring a significant commitment of resources may also affect Preparedness Levels.,gb,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-fireEffects,fire effects,"The physical, biological, and ecological impacts of fire on the environment.",Business Term,fire effects,,Fuels,,,GB,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-controlledAirspace,controlled airspace,Airspace of defined dimensions within which air traffic control service is provided to IFR and VFR flights in accordance with the airspace classification.,Business Term,controlled airspace,,Resources,,,JK-checked.&nbsp; IFR (Instrument Flight Rules) and VFR (Visual Flight Rules) need to be defined if planning to use in definition.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-esfSupportAgency,ESF Support Agency,An entity with specific capabilities or resources that support the primary agencies in executing the mission of the ESF.,Business Term,ESF Support Agency,,Incident,,,GB - web had IBC,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-waterSupplyMap,water supply map,"A map showing location of supplies of water readily available for pumps, tanks, trucks, camp use, etc.",Business Term,water supply map,,Incident,,,,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-controlled,controlled,"The completion of control line around a fire, any spot fires therefrom, and any interior islands to be saved; burned out any unburned area adjacent to the fire side of the control lines; and cool down all hotspots that are immediate threats to the control line, until the lines can reasonably be expected to hold under the foreseeable conditions.&nbsp;",Business Term,controlled,,Fuels,,,JK-checked.,,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-charFireSimulation,char (fire simulation),"In fire simulation, a darkened area within the fire perimeter; usually indicates fire has already passed through; usually created by an opaque material blocking out a selected portion of basic scene illumination.",Business Term,char (fire simulation),,Resources,,,"JK-checked.&nbsp; Added traces to ""PMS412"", which was missing.",,,,,,,,,
http://nwcg.gov/glos/nwcg_terms/nwcg-slash,slash,"Debris resulting from such natural events as wind, fire, or snow breakage; or such human activities as road construction, logging, pruning, thinning, or brush cutting. It includes logs, chunks, bark, branches, stumps, and broken understory trees or brush.",Business Term,slash,,Fuels,,,GB,,,,,,,,,
